trial,train_mean_recall,val_mean_recall,val_min_recall,val_balanced_acc,overfitting,fitness,W_CHAR,W_WORD,W_BI,W_TRI,W_POS,CHAR_MIN,CHAR_MAX,alpha,learning_rate_init,activation,hidden_1,hidden_2
19,0.9888783311611717,0.8800762993450757,0.7855072463768116,0.8800762993450757,0.10880203181609605,0.8075045675465484,3,7,6,11,1,3,4,1.2004486052654182e-05,0.0012974065897075379,relu,240,56
20,0.9901942576811412,0.9081750569791119,0.8579710144927536,0.9081750569791119,0.08201920070202928,0.8603042438821897,2,8,2,2,1,3,4,5.757861990913945e-05,0.00028075939725104754,relu,224,112
21,0.9901776221398866,0.9011916851521772,0.8463768115942029,0.9011916851521772,0.0889859369877094,0.8476542545909301,2,8,2,2,1,3,4,3.927524766898241e-05,0.0002837406547746101,relu,224,128
22,0.9898113069014982,0.8948562338368835,0.8514680483592401,0.8948562338368835,0.0949550730646147,0.8417622416612831,1,7,2,3,0,3,4,4.827700116276561e-05,0.0002713623109044158,relu,224,128
23,0.9883016423620695,0.890766898478383,0.7971014492753623,0.890766898478383,0.09753474388368655,0.8204998917756334,2,8,4,6,2,3,4,0.00011446949973561502,0.0001223982572268945,relu,256,112
24,0.989914133960355,0.902491158088474,0.8434782608695652,0.902491158088474,0.08742297587188097,0.8500758009868608,2,6,2,2,1,3,4,2.8400215583860313e-05,0.00029253553683154386,relu,208,112
25,0.9899599207548087,0.8996518889720427,0.8376811594202899,0.8996518889720427,0.09030803178276592,0.8449066542151339,2,6,4,2,1,3,4,3.0399421396527042e-05,0.0002978088237285426,relu,208,112
26,0.9905549715994727,0.8987263860010799,0.8260869565217391,0.8987263860010799,0.0918285855983928,0.8384202643580813,1,6,3,2,0,3,4,2.6534676139676678e-05,0.0006667388969717879,relu,240,112
27,0.9895898144540122,0.8985964705814383,0.8318840579710145,0.8985964705814383,0.09099334387257385,0.8416860748620243,2,9,4,4,1,3,4,2.464661569983636e-05,0.00024222507879311094,relu,208,120
28,0.9894350311806978,0.905644604946232,0.8492753623188406,0.905644604946232,0.08379042623446575,0.8550386190407816,1,7,2,0,0,3,4,0.00017241170002662724,0.000329379523252994,relu,240,96
29,0.9883344877249741,0.8927912864895571,0.8,0.8927912864895571,0.09554320123541704,0.8245822999249814,1,5,5,0,0,3,4,0.0003558340532492161,0.0009498652974591251,relu,256,96
30,0.9873560980329803,0.9019165335558075,0.8492753623188406,0.9019165335558075,0.08543956447717282,0.851204399946131,1,7,3,1,0,3,4,0.00018076531764450453,0.00038503923863392555,relu,240,104
31,0.9872961316141748,0.9016827174184912,0.8463768115942029,0.9016827174184912,0.08561341419568369,0.8500842385733628,1,7,3,1,0,3,4,0.00015197442904267664,0.00037833061014702895,relu,240,104
32,0.9895383715315784,0.9029755756107968,0.8463768115942029,0.9029755756107968,0.08656279592078164,0.8509145484454277,1,7,3,1,0,3,4,0.0011402741198009267,0.00040795415731555276,relu,240,96
33,0.9903781491471926,0.9001791537378683,0.8028985507246377,0.9001791537378683,0.0901989954093243,0.8344954751292369,1,7,4,0,0,3,4,0.0010415052043303017,0.0008052229171917609,relu,240,88
34,0.9891732085843813,0.885122859613998,0.8144927536231884,0.885122859613998,0.10405034897038334,0.8201086533315632,0,9,3,3,0,3,4,0.0006178042175686854,0.0005190250017845996,relu,256,80
35,0.9895823638536289,0.8996056547901319,0.8405797101449275,0.8996056547901319,0.08997670906349697,0.8451095168648219,1,8,3,1,0,3,4,0.0015203966757921894,0.0005302493676632825,relu,240,96
36,0.9652646794505952,0.7743860226835845,0.6579710144927536,0.7743860226835845,0.19087865676701077,0.6622221918428298,0,1,7,5,0,3,4,0.00022477034795584798,0.00036244036517186644,relu,32,104
37,0.9874074394247266,0.8818843880321867,0.8,0.8818843880321867,0.10552305139253992,0.8151575459262607,1,7,10,1,1,3,4,0.0006914380532674792,0.0001250844534071332,relu,208,80
38,0.9871736796064297,0.8598258212134243,0.7507246376811594,0.8598258212134243,0.12734785839300533,0.7744215369572421,1,6,13,3,0,3,4,8.184694566896404e-05,0.0002328127949326646,relu,176,104
39,0.9866399898886222,0.8789923917836997,0.8115942028985508,0.8789923917836997,0.10764759810492253,0.8127491360656938,0,7,4,4,2,3,4,0.0022003486520706366,0.0004737853810297321,relu,256,88
40,0.990682925749444,0.9003538043720265,0.8376811594202899,0.9003538043720265,0.09032912137741755,0.8441874501977966,1,4,2,0,5,3,4,0.0005333998798449745,0.00020733677516489323,relu,224,120
41,0.9867837177747231,0.9007796877532145,0.8434782608695652,0.9007796877532145,0.08600403002150858,0.8483872446773654,1,8,3,1,0,3,4,0.00021397346228722007,0.00036388084682830455,relu,240,104
42,0.985400357292482,0.9021437893938462,0.8463768115942029,0.9021437893938462,0.08325656789863578,0.8527854121046352,1,7,3,1,0,3,4,0.00014055237038267893,0.00037153676575861293,relu,240,80
43,0.9890620833805083,0.8958095566356284,0.8318840579710145,0.8958095566356284,0.09325252674487983,0.8398056436638043,1,8,5,2,1,3,4,0.00036567728511747744,0.0006792966249282624,relu,224,80
44,0.9856779215508229,0.8937688365110621,0.8260869565217391,0.8937688365110621,0.09190908503976081,0.8373097299943848,0,6,2,0,0,3,4,0.00011848225931243721,0.0003375132257863688,relu,208,96
45,0.9865737927401041,0.8835882582017534,0.8347826086956521,0.8835882582017534,0.1029855345383508,0.8252537960807476,1,7,3,5,0,3,4,0.0009829697292315265,0.00016894226545068424,relu,256,88
46,0.9905850402473058,0.9013741180819269,0.8289855072463768,0.9013741180819269,0.08921092216537885,0.8480520737485723,1,8,4,1,1,3,4,0.0002188009733255652,0.00041265020993484666,tanh,176,64
47,0.9752849514358863,0.7638975463334574,0.6376811594202898,0.7638975463334574,0.21138740510242893,0.6353389277082927,0,5,2,15,0,3,4,6.954009785182929e-05,0.00020552043619192557,relu,128,72
48,0.9895704325895718,0.8880715037186196,0.8,0.8880715037186196,0.10149892887095213,0.8179005881675576,1,9,5,3,2,3,4,1.9510567481435488e-05,0.00013571360703340155,relu,240,120
49,0.9878292964128171,0.8840369634490347,0.8028985507246377,0.8840369634490347,0.10379233296378243,0.8175992731498244,1,7,7,4,0,3,4,0.0024948179695838805,0.0004659297424926943,tanh,224,80
50,0.9861815505953313,0.8799054415927196,0.782608695652174,0.8799054415927196,0.10627610900261175,0.80817836330925,2,4,10,2,1,3,4,0.00027517617893456776,0.0005936916205460553,relu,192,96
51,0.9867292857394875,0.9012978428434035,0.8463768115942029,0.9012978428434035,0.08543144289608395,0.8499058120206012,1,7,3,1,0,3,4,0.0001909559430965823,0.0003660866965776177,relu,240,104
52,0.9885647066454951,0.903908475905824,0.8144927536231884,0.903908475905824,0.0846562307396711,0.8417556438511976,1,6,3,0,0,3,4,0.00013126404401267295,0.0008766076505553405,relu,256,104
53,0.9902887038642961,0.8992920796235254,0.8376811594202899,0.8992920796235254,0.09099662424077071,0.8439104914421695,1,8,2,1,6,3,4,0.0001493521036118444,0.0004210601493063925,relu,240,88
54,0.9894006432311623,0.9022523008237325,0.8202898550724638,0.9022523008237325,0.08714834240742975,0.842289395894637,1,7,4,1,0,3,4,7.201231803470674e-05,0.00024742229969121224,relu,224,112
55,0.9897962313379772,0.900269138837075,0.808695652173913,0.900269138837075,0.08952709250090218,0.8350335465876754,1,8,3,0,1,3,4,4.3501294744888275e-05,0.00015136295783678674,relu,240,120
56,0.9832471120808729,0.8235740653034754,0.7101449275362319,0.8235740653034754,0.15967304677739746,0.7195088005846036,1,6,2,14,0,3,4,0.0009229101836788165,0.00031357815384547923,relu,208,96
57,0.9880253592110335,0.8713762718731769,0.744927536231884,0.8713762718731769,0.11664908733785662,0.7841171075118607,2,7,6,12,1,3,5,9.333537497485798e-05,0.0011254048293835891,tanh,256,64
58,0.9897210382588532,0.8994486149241641,0.8231884057971014,0.8994486149241641,0.0902724233346891,0.8400343405187006,1,9,4,2,0,3,4,0.00030372147840262173,0.00020377514143211735,relu,224,104
59,0.990159547783612,0.898032842488383,0.8260869565217391,0.898032842488383,0.09212670529522904,0.8389857240507753,2,5,5,3,1,2,4,0.0004897581543973669,0.0005952370547752867,relu,240,88
60,0.9887205091915707,0.8892179158112746,0.8173913043478261,0.8892179158112746,0.0995025933802961,0.8349186356820919,3,8,2,8,2,3,4,0.005814304950210286,0.0007866504373328809,relu,64,96
61,0.9899317350252604,0.9024760636291792,0.8492753623188406,0.9024760636291792,0.08745567139608124,0.851788017538037,2,6,2,2,1,3,4,1.8897527936198063e-05,0.0002685324419289369,relu,208,112
62,0.9900990911836327,0.9023106369876963,0.8376811594202899,0.9023106369876963,0.0877884541959364,0.8488275666195061,2,6,3,2,1,3,4,1.884248811655373e-05,0.0002646389214179515,relu,192,112
63,0.9902202416699172,0.9053983597111553,0.8347826086956521,0.9053983597111553,0.08482188195876184,0.8528026934271234,2,7,2,1,0,3,4,5.640940335434596e-05,0.00032921660367714957,relu,160,120
64,0.9909053776031947,0.899570516542914,0.8289855072463768,0.899570516542914,0.09133486106028077,0.8433275832238123,2,6,2,3,5,3,4,3.61793918424787e-05,0.0003149096156547035,relu,160,128
65,0.9894468444631076,0.9033741887085711,0.8318840579710145,0.9033741887085711,0.08607265575453649,0.8522908216100358,2,7,2,0,0,3,4,5.7148795993319214e-05,0.000435567929487084,relu,112,120
66,0.989779382177923,0.9050681008092488,0.8376811594202899,0.9050681008092488,0.08471128136867423,0.8558963777082238,2,7,2,0,3,3,4,5.363848580770462e-05,0.0002339040610936659,relu,112,120
67,0.9896384059756511,0.9083148470501148,0.8202898550724638,0.9083148470501148,0.08132355892553633,0.8554455699940513,2,6,2,0,4,3,4,5.471359040899358e-05,0.00022422747597675792,tanh,96,120
68,0.9893295722030907,0.9088816760147601,0.8231884057971014,0.9088816760147601,0.08044789618833059,0.8563497468552972,2,8,2,0,4,3,4,5.383514357428758e-05,0.0001895268817607732,tanh,112,120
69,0.9900057918797174,0.909474858641821,0.8492753623188406,0.909474858641821,0.0805309332378964,0.8649495431259786,2,8,2,0,4,3,5,4.703151517461079e-05,0.000146607139887949,tanh,96,128
70,0.9899936050490226,0.9091435170556462,0.8492753623188406,0.9091435170556462,0.08085008799337634,0.8645580266379163,3,9,2,0,4,3,5,5.6242895785182164e-05,0.00010257796243122397,tanh,96,128
71,0.9902094899239647,0.9066411152785581,0.8463768115942029,0.9066411152785581,0.08356837464540667,0.8605776368505481,3,10,2,0,4,3,5,5.348155515245264e-05,0.00010022643281489315,tanh,96,128
72,0.9902195983433589,0.9076851920303113,0.8463768115942029,0.9076851920303113,0.08253440631304765,0.8618254747429548,3,10,2,0,4,3,5,4.0640229970801595e-05,0.00011883289216684507,tanh,96,128
73,0.9903572912132137,0.9067166088276746,0.8463768115942029,0.9067166088276746,0.08364068238553912,0.8605943284648635,3,10,2,0,4,3,5,3.785988005556786e-05,0.00010197824469475512,tanh,96,128
74,0.9893486062059537,0.9075049730232828,0.8347826086956521,0.9075049730232828,0.08184363318267085,0.8593664471336583,3,10,2,0,4,3,5,4.108699762327816e-05,0.0001475862666371716,tanh,80,128
75,0.9895696203993564,0.905892402470949,0.8231884057971014,0.905892402470949,0.08367721792840732,0.8538425945045911,3,10,3,0,4,3,5,3.850124424204394e-05,0.00010291103196570096,tanh,80,128
76,0.9903572912132137,0.9064841047588534,0.8463768115942029,0.9064841047588534,0.08387318645436026,0.8603153235822781,3,10,2,0,4,3,5,1.514053713219507e-05,0.0001008226392301079,tanh,96,128
77,0.9902716665812586,0.9079947791784186,0.8347826086956521,0.9079947791784186,0.08227688740284,0.8602926843321685,3,10,4,0,5,2,5,1.4183253839161246e-05,0.00010034302890793216,tanh,64,128
78,0.9908586299065376,0.9066047108107317,0.8347826086956521,0.9066047108107317,0.08425391909580593,0.8567311206283048,3,10,4,0,5,2,5,1.0431833507732668e-05,0.00010134656105285199,tanh,96,128
79,0.9902248674573979,0.9093034034137844,0.8434782608695652,0.9093034034137844,0.08092146404361356,0.8644951286287117,3,10,3,2,4,2,5,1.3412975595220488e-05,0.00011681688883894696,tanh,64,128
80,0.9901832981738654,0.9092786815753626,0.8318840579710145,0.9092786815753626,0.08090461659850279,0.8610079861948067,3,9,3,2,4,2,5,1.540338383598608e-05,0.00011782785326865511,tanh,64,128
81,0.9901832981738654,0.9092786815753626,0.8318840579710145,0.9092786815753626,0.08090461659850279,0.8610079861948067,3,9,3,2,4,2,5,1.4987425018968454e-05,0.00011704264174944174,tanh,64,128
82,0.9904014453003345,0.9101207019918068,0.8434782608695652,0.9101207019918068,0.08028074330852764,0.8653875980008704,3,9,3,1,4,2,5,1.388351417786944e-05,0.00011817304171634421,tanh,64,128
83,0.9900729390737643,0.9092186727751936,0.8405797101449275,0.9092186727751936,0.08085426629857062,0.8635998508368283,3,9,3,2,3,2,5,2.3129324161732333e-05,0.00011478855523650072,tanh,64,128
84,0.9900729390737643,0.9089724143447918,0.8376811594202899,0.9089724143447918,0.08110052472897245,0.862434775502955,3,9,3,2,3,2,5,2.5094283605866284e-05,0.00012199909739592085,tanh,64,128
85,0.9905441579601303,0.9036608617912038,0.8231884057971014,0.9036608617912038,0.08688329616892654,0.8522774769085097,3,9,3,2,3,2,5,2.2649684370743892e-05,0.00012210308472029936,tanh,48,128
86,0.9884652521819933,0.8882749177633797,0.8,0.8882749177633797,0.10019033441861358,0.827497275225059,3,9,14,4,3,2,5,1.5124954755122413e-05,0.00011984918025821476,tanh,64,120
87,0.9901748074900564,0.9018333368914395,0.8347826086956521,0.9018333368914395,0.08834147059861686,0.8537473831333947,3,9,4,2,3,2,5,2.9675722602523095e-05,0.00015457184617472707,tanh,48,128
88,0.9892226903952441,0.9074835043263524,0.8144927536231884,0.9074835043263524,0.08173918606889174,0.8553166860809572,3,9,3,3,4,2,5,2.1561421324291576e-05,0.0001320308892246474,tanh,48,120
89,0.9903057280725975,0.9083248520181146,0.8347826086956521,0.9083248520181146,0.0819808760544829,0.8606717409941343,3,9,3,1,3,2,5,1.1347372170060818e-05,0.00011562422905748705,tanh,64,128
90,0.9909085812655071,0.908740532067721,0.8376811594202899,0.908740532067721,0.08216804919778609,0.8613386956745986,3,9,4,2,5,2,5,1.6431796869808457e-05,0.00017217147442535497,tanh,80,120
91,0.9895030909671274,0.9050813654338664,0.8260869565217391,0.9050813654338664,0.084421725533261,0.8537721799935977,3,9,4,2,5,2,5,0.08871478668944256,0.0001403126198841696,tanh,80,128
92,0.9905720587911747,0.9075672038321756,0.8405797101449275,0.9075672038321756,0.08300485495899912,0.8609685282465015,3,9,3,3,4,2,5,3.0502602797792222e-05,0.0001654958963972203,tanh,80,120
93,0.9898200711520361,0.9084264682427534,0.8463768115942029,0.9084264682427534,0.08139360290928266,0.8645147697935468,3,9,5,1,4,2,5,1.6806851106606407e-05,0.00011417003939722711,tanh,64,128
94,0.9894846902574987,0.9061622776301074,0.8173913043478261,0.9061622776301074,0.08332241262739137,0.8544697793317273,3,10,5,1,3,2,5,2.5602966661887617e-05,0.00017635967162114583,tanh,48,120
95,0.9906308543440866,0.9046213609779602,0.8405797101449275,0.9046213609779602,0.0860094933661264,0.8594041190449871,3,9,4,1,4,2,5,1.018279553064641e-05,0.0001371160139065919,tanh,32,128
96,0.9905578340635863,0.9027216823524042,0.8260869565217391,0.9027216823524042,0.08783615171118209,0.8516131887476137,3,10,4,1,6,2,5,1.3065822783613932e-05,0.000111087904681082,tanh,64,120
97,0.9889646983667624,0.906520138263625,0.8289855072463768,0.906520138263625,0.08244456010313739,0.8566374689068817,3,9,3,1,4,2,5,1.8104540339728302e-05,0.00015622030235666398,tanh,80,128
98,0.9874892359901513,0.8821467999305063,0.782608695652174,0.8821467999305063,0.105342436059645,0.814214150617184,3,9,5,13,5,2,5,3.243690992020482e-05,0.00013312364643809592,tanh,80,128
99,0.9898972736928022,0.8941847231835449,0.7739130434782608,0.8941847231835449,0.09571255050925731,0.823246944017331,3,10,3,9,3,2,5,1.755530367209732e-05,0.002401725071326556,tanh,128,112
100,0.9887008523876031,0.8988791900161779,0.8057971014492754,0.8988791900161779,0.08982166237142519,0.8426437322603946,3,9,9,2,5,2,5,2.2238758610707468e-05,0.00011130682617390734,tanh,48,120
101,0.9901406037137105,0.9089810325583499,0.8463768115942029,0.9089810325583499,0.08115957115536054,0.8650199806914255,3,9,3,2,4,2,5,1.629720308473387e-05,0.00012686380552055446,tanh,64,128
102,0.9893847440360322,0.9037034767574899,0.8376811594202899,0.9037034767574899,0.0856812672785423,0.8564561479170587,3,9,4,4,4,2,5,2.7228182386528214e-05,0.0001271155492947665,tanh,64,128
103,0.9883548944703243,0.8860443408163206,0.8028985507246377,0.8860443408163206,0.10231055365400377,0.8253453269618136,3,10,3,7,4,2,5,1.2819105836929234e-05,0.005179194397458954,tanh,64,128
104,0.9906038961290636,0.9094019254424647,0.8463768115942029,0.9094019254424647,0.08120197068659896,0.8648934059446866,3,8,3,2,3,2,5,1.6345373663722733e-05,0.00016508750072590726,tanh,80,120
105,0.9906221908431917,0.9089252785893173,0.8521739130434782,0.9089252785893173,0.08169691225387443,0.8660514127986283,3,8,3,3,3,2,5,2.2735879621483455e-05,0.00018463238969775213,tanh,80,120
106,0.9897349347242635,0.906557593247247,0.8289855072463768,0.906557593247247,0.0831773414770165,0.8610972967084776,3,8,6,3,3,2,5,2.342005351181594e-05,0.00014467291424725674,tanh,80,32
107,0.9897396361890525,0.902010975859234,0.808695652173913,0.902010975859234,0.08772866032981852,0.8443520485887284,3,8,3,3,3,2,5,8.530764492295114e-05,0.00018855534736456376,tanh,96,120
108,0.9892262244684854,0.8909645479932948,0.7942028985507247,0.8909645479932948,0.09826167647519057,0.8298052149229285,3,8,12,1,3,2,5,2.19028733245385e-05,0.000159584480406931,tanh,48,112
109,0.990043014806611,0.8932182654397232,0.8,0.8932182654397232,0.0968247493668879,0.8318404111243622,3,8,11,5,3,2,5,4.5761561526494124e-05,0.00012993495729842026,tanh,80,120
110,0.9920577896225413,0.9021149078118931,0.8289855072463768,0.9021149078118931,0.08994288181064825,0.848204646736914,3,8,2,1,4,2,5,3.18887548892035e-05,0.00011036185402136428,tanh,112,128
111,0.9909109975736844,0.9075598793181254,0.8318840579710145,0.9075598793181254,0.08335111825555896,0.8581815737862125,3,9,4,2,3,2,5,1.7022022349693813e-05,0.00016648159909413677,tanh,80,120
112,0.9903604880812774,0.9040068975103569,0.8260869565217391,0.9040068975103569,0.08635359057092051,0.8532541199283113,3,9,3,2,3,2,5,1.2340101624619192e-05,0.00018085624282836093,tanh,64,120
113,0.9906818283401319,0.9066996537807941,0.8521739130434782,0.9066996537807941,0.08398217455933776,0.8621508442799304,3,10,4,1,5,2,5,0.01324150046595407,0.00014588795915358352,tanh,96,128
114,0.9909283254794687,0.9067003016626489,0.8434782608695652,0.9067003016626489,0.08422802381681982,0.8594196775163138,3,10,2,1,4,2,5,0.01056454865506109,0.00014554461041160584,tanh,96,128
115,0.9911552334447734,0.9075643875534639,0.8318840579710145,0.9075643875534639,0.0835908458913095,0.8568648657330743,3,10,3,1,3,2,5,0.019121846728901902,0.00020861123212040586,tanh,96,128
116,0.9903953920452772,0.9092809822968032,0.8463768115942029,0.9092809822968032,0.08111440974847395,0.865252526211786,3,10,3,1,4,2,5,0.004356069489211169,0.00013216843548634512,tanh,64,128
117,0.9895502881306534,0.902282918642636,0.8231884057971014,0.902282918642636,0.08726736948801739,0.8503208800449668,3,2,4,3,4,2,5,0.003592502750189967,0.00014376792407797096,tanh,64,128
118,0.9904746295902002,0.9018227512545353,0.8173913043478261,0.9018227512545353,0.0886518783356649,0.84956737801469,3,10,3,2,2,2,5,0.02945802041614316,0.00013060968076601033,tanh,32,120
119,0.9900584834659956,0.903686129201692,0.8260869565217391,0.903686129201692,0.08637235426430356,0.8542202002655543,3,8,4,1,3,2,5,0.004928062175004729,0.00010901049995939863,tanh,48,112
120,0.9899584021854158,0.9094048045213743,0.8492753623188406,0.9094048045213743,0.08055359766404147,0.8664891730285934,3,9,3,2,4,2,5,0.007538611658404482,0.00012395870102133085,tanh,64,128
121,0.9899584021854158,0.9092247865195741,0.8492753623188406,0.9092247865195741,0.0807336156658417,0.866273151426433,3,9,3,2,4,2,5,0.015900331831940888,0.0001247878872666123,tanh,64,128
122,0.9899584021854158,0.9094048045213743,0.8492753623188406,0.9094048045213743,0.08055359766404147,0.8664891730285934,3,9,3,2,4,2,5,0.008555376515414694,0.00012493063017444,tanh,64,128
123,0.9904654982598354,0.9046987153351925,0.8318840579710145,0.9046987153351925,0.0857667829246429,0.8561709266636176,3,9,3,3,4,2,5,0.010667906914360268,0.00012920788449189517,tanh,48,128
124,0.989562992859014,0.9020902251571843,0.8260869565217391,0.9020902251571843,0.08747276770182966,0.8513528607156359,3,8,2,2,4,2,5,0.007920248560112888,0.000109509168128527,tanh,64,120
125,0.9896232324864772,0.9042968624389822,0.8,0.9042968624389822,0.08532637004749499,0.84494461868354,3,9,7,2,4,2,5,0.004908459661888437,0.00015624493686165574,tanh,80,128
126,0.9901116612376994,0.901597375439811,0.8202898550724638,0.901597375439811,0.08851428579788845,0.8487479764306627,3,9,3,3,4,2,5,0.01834056038552608,0.00012422109818324668,tanh,64,120
127,0.9896694049615644,0.9032155658506137,0.8405797101449275,0.9032155658506137,0.08645383911095073,0.8573978895834323,3,8,2,2,4,2,5,0.01030515629970025,0.00018983785099297934,tanh,48,128
128,0.9904014453003345,0.9096909337402562,0.8434782608695652,0.9096909337402562,0.08071051156007825,0.8648718760990097,3,9,3,1,4,2,5,0.01796623101327422,0.00010973218760635596,tanh,64,128
129,0.9904404574718122,0.9040227071265948,0.8260869565217391,0.9040227071265948,0.08641775034521737,0.8532331067725294,3,9,3,1,4,2,5,0.0067565106842452215,0.00014104018629094116,tanh,64,120
130,0.9890277024449372,0.9048569623182453,0.8260869565217391,0.9048569623182453,0.0841707401266919,0.8537405905159475,3,8,2,1,4,2,5,0.03669766266864923,0.00016028977776327914,tanh,80,128
131,0.9900506690906066,0.9093784492320054,0.8405797101449275,0.9093784492320054,0.08067221985860118,0.8638027175765813,3,9,3,2,4,2,5,0.017445159438096176,0.00011676520123712883,tanh,64,128
132,0.9901331240664945,0.9080708678673255,0.8434782608695652,0.9080708678673255,0.08206225619916896,0.8630619576684128,3,9,3,3,4,2,5,0.01846005960383344,0.00010773664729567585,tanh,64,128
133,0.9883282732208918,0.9029244613146047,0.8376811594202899,0.9029244613146047,0.0854038119062871,0.8568495647931665,3,9,3,1,4,2,5,0.00858545848331442,0.00012198220401520149,tanh,48,128
134,0.9905134080669371,0.9096505952928762,0.8492753623188406,0.9096505952928762,0.08086281277406093,0.866106619013635,3,9,3,2,4,2,5,0.025508951722658175,0.00013620499302024436,tanh,80,120
135,0.9905043351504436,0.9101644880361874,0.8434782608695652,0.9101644880361874,0.08033984711425612,0.8649886963290725,3,9,2,0,4,2,5,0.025640676405752495,0.00013644924079280222,tanh,80,120
136,0.9905420647887673,0.9101554045145839,0.8463768115942029,0.9101554045145839,0.0803866602741834,0.8662284965013778,3,9,2,0,4,2,5,0.02628590098695426,0.0001387776439471579,tanh,80,112
137,0.9905505721665349,0.9106036891866448,0.8405797101449275,0.9106036891866448,0.07994688297989005,0.8650230539841844,3,8,2,0,4,2,5,0.02867457894667867,0.0002063260170235355,tanh,80,112
138,0.9906187404186952,0.9097087364247147,0.8463768115942029,0.9097087364247147,0.08091000399398052,0.8656541569785708,3,8,2,0,4,2,5,0.026778269922805235,0.00020127381815424444,tanh,80,112
139,0.9905505721665349,0.9105315997749291,0.8405797101449275,0.9105315997749291,0.08001897239160571,0.8649365466901257,3,8,2,0,4,2,5,0.023985614073122226,0.00021841410503354837,tanh,80,112
140,0.9882006758564618,0.907535219067872,0.8347826086956521,0.907535219067872,0.08066545678858972,0.8607767075619112,3,8,2,0,4,2,5,0.02825704961511043,0.0001947238279246526,tanh,80,112
