trial,train_mean_recall,val_mean_recall,val_min_recall,val_balanced_acc,overfitting,fitness,W_CHAR,W_WORD,W_BI,W_TRI,W_POS,CHAR_MIN,CHAR_MAX,alpha,learning_rate_init,activation,hidden_1,hidden_2
285,0.9907060037312729,0.909083376543914,0.8434782608695652,0.909083376543914,0.08162262718735891,0.8639905282479299,3,10,3,0,4,2,5,0.07481901545737785,0.0003884398415564896,tanh,80,112
286,0.990771806664884,0.9100076460928133,0.8579710144927536,0.9100076460928133,0.0807641605720707,0.8694145763267599,3,9,2,0,4,2,5,0.06421024846624863,0.0006619217449255184,tanh,80,112
287,0.9893766500228459,0.889431684846331,0.7913043478260869,0.889431684846331,0.09994496517651497,0.8254210011520002,3,1,2,9,6,2,5,0.0854608460299352,0.0004382211265316049,tanh,80,112
288,0.9916810780328983,0.9043907511062671,0.8202898550724638,0.9043907511062671,0.08729032692663119,0.8505153188328105,3,9,2,1,4,2,5,0.06270918750212097,0.0005787450963141459,tanh,96,104
289,0.990421422958154,0.9065369762494586,0.8231884057971014,0.9065369762494586,0.08388444670869544,0.8513901817594037,3,9,2,0,4,2,5,0.0013987033794866889,0.0005184674747766018,tanh,144,120
290,0.9907310062787974,0.9104369441483763,0.863768115942029,0.9104369441483763,0.08029406213042112,0.8716892646212614,3,9,2,0,4,2,5,0.08636172717528968,0.0004203556295772269,tanh,80,112
291,0.9912762410089887,0.9025075084097373,0.8347826086956521,0.9025075084097373,0.08876873259925144,0.852405672195886,3,9,3,0,4,2,5,0.08602047696472997,0.00035634054759612054,tanh,96,112
292,0.9803044789458795,0.8983854650920603,0.8173913043478261,0.8983854650920603,0.08191901385381917,0.8493277099418803,3,4,2,1,4,2,5,0.07284850632575217,0.0004225414647481644,tanh,64,112
293,0.9485025019375286,0.843685590782463,0.6434782608695652,0.843685590782463,0.10481691115506564,0.7462149362310607,3,9,2,0,4,2,5,0.05319866791762044,0.008554905989971592,tanh,80,120
294,0.9908831658180081,0.9096278408574641,0.863768115942029,0.9096278408574641,0.081255324960544,0.8706422609025614,3,9,2,0,4,2,5,0.09051136320997294,0.0005965047033650376,tanh,80,112
295,0.9897272878025709,0.9064453541704325,0.8289855072463768,0.9064453541704325,0.08328193363213843,0.8569664332771464,3,5,2,0,4,2,5,0.09539188398381282,0.000619519889781087,tanh,80,112
296,0.9912158736633863,0.9014173341306276,0.8173913043478261,0.9014173341306276,0.08979853953275863,0.8479102554294078,3,9,2,0,4,2,5,0.09918297014754479,0.0007099615003675263,tanh,64,104
297,0.9911491695236915,0.9091618480848571,0.8521739130434782,0.9091618480848571,0.08198732143883436,0.866471806853026,3,9,3,1,4,2,5,0.0652158301878358,0.0005489495628745627,tanh,80,112
298,0.9908231993992026,0.90961549034019,0.8666666666666667,0.90961549034019,0.08120770905901264,0.8715269887086265,3,9,2,0,4,2,5,0.09903123714018935,0.0006023921088136755,tanh,80,112
299,0.9907337811229815,0.910518862201912,0.8666666666666667,0.910518862201912,0.08021491892106947,0.8726557440808036,3,10,2,0,4,2,5,0.08534561613579576,0.0006253912797576949,tanh,80,112
